authors,average_rating,book_id,description,e_book,goodreads_book_id,is_ebook,isbn,language_code,num_pages,original_publication_year,original_title,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,title
Rick Riordan,4.39,159.0,,False,2120932,,,eng,0,2008.0,,2435.0,8093.0,62108.0,172289.0,292783.0,508214,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)"
Charles Dickens,3.75,160.0,,False,2623,,,eng,0,1860.0,,22811.0,44293.0,120385.0,170702.0,148996.0,459247,Great Expectations
J.R.R. Tolkien,4.51,161.0,,False,18512,,,en-US,0,1955.0,,2691.0,8008.0,42693.0,132149.0,324996.0,463959,"The Return of the King (The Lord of the Rings, #3)"
"Albert Camus, Matthew    Ward",3.96,162.0,,False,49552,,,eng,0,1942.0,,10563.0,28920.0,100140.0,174957.0,169043.0,420600,The Stranger
Rick Riordan,4.35,163.0,,False,7736182,,,eng,0,2010.0,,5020.0,11267.0,58590.0,148498.0,266120.0,271576,"The Lost Hero (The Heroes of Olympus, #1)"
Rainbow Rowell,4.11,164.0,,False,15745753,,,eng,0,2013.0,,12904.0,26371.0,94470.0,196224.0,249784.0,514312,Eleanor & Park
George R.R. Martin,4.1,165.0,,False,13497,,,en-US,0,2005.0,,3170.0,18574.0,94401.0,175973.0,189012.0,428186,"A Feast for Crows (A Song of Ice and Fire, #4)"
Ally Condie,3.68,166.0,,False,7735333,,,eng,0,2010.0,,24343.0,53804.0,138030.0,165412.0,149091.0,511815,"Matched (Matched, #1)"
Neil Gaiman,4.11,167.0,,False,4407,,,eng,0,2001.0,,9888.0,24944.0,83253.0,178346.0,221912.0,378019,"American Gods (American Gods, #1)"
"Stephen King, Bernie Wrightson",4.34,168.0,,False,149267,,,en-US,0,1978.0,,5647.0,13612.0,56722.0,134098.0,259874.0,438832,The Stand
Nicholas Sparks,4.14,169.0,,False,6400090,,,en-GB,0,2008.0,,7253.0,17803.0,77712.0,140241.0,195420.0,424637,The Last Song
Dan Brown,3.6,170.0,,False,11125,,,en-GB,0,1998.0,,16592.0,47507.0,136196.0,144029.0,103179.0,423019,Digital Fortress
"Jane Austen, Fiona Stafford",3.99,171.0,,False,6969,,,eng,0,1815.0,,11386.0,25777.0,102144.0,178238.0,180404.0,459826,Emma
"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",4.02,172.0,,False,15823480,,,eng,0,1877.0,,11738.0,26945.0,88365.0,158179.0,187569.0,297472,Anna Karenina
Anthony Burgess,3.98,173.0,,False,227463,,,eng,0,1962.0,,14741.0,24244.0,84863.0,163488.0,167055.0,431195,A Clockwork Orange
William Paul Young,3.74,174.0,,False,1812457,,,eng,0,2007.0,,35734.0,42977.0,84751.0,111923.0,162907.0,419539,The Shack
Rick Riordan,4.5,175.0,,False,4502507,,,eng,0,2009.0,,2098.0,6501.0,45208.0,133168.0,312535.0,397500,"The Last Olympian (Percy Jackson and the Olympians, #5)"
Stephen King,4.18,176.0,,False,18342,,,en-US,0,1986.0,,8464.0,19610.0,75841.0,148672.0,226794.0,292592,It
"Fyodor Dostoyevsky, David McDuff",4.18,177.0,,False,7144,,,eng,0,1866.0,,9477.0,20078.0,64050.0,137104.0,213966.0,380903,Crime and Punishment
Sylvia Plath,3.98,178.0,,False,6514,,,en-US,0,1963.0,,8266.0,23983.0,92408.0,162216.0,155284.0,401605,The Bell Jar
Frank McCourt,4.07,179.0,,False,252577,,,eng,0,1996.0,,7657.0,18327.0,73550.0,155775.0,164437.0,392103,"Angela's Ashes (Frank McCourt, #1)"
"Hermann Hesse, Hilda Rosner",3.99,180.0,,False,52036,,,eng,0,1922.0,,10229.0,25529.0,83698.0,138837.0,160360.0,372099,Siddhartha
Truman Capote,4.05,181.0,,False,168642,,,eng,0,1965.0,,10639.0,17836.0,70857.0,144616.0,157891.0,381652,In Cold Blood
"Kami Garcia, Margaret Stohl",3.76,182.0,,False,6304335,,,eng,0,2009.0,,19917.0,43525.0,113352.0,132492.0,149232.0,436093,"Beautiful Creatures (Caster Chronicles, #1)"
Cassandra Clare,4.33,183.0,,False,7171637,,,eng,0,2010.0,,8364.0,15544.0,61409.0,140928.0,289514.0,490890,"Clockwork Angel (The Infernal Devices, #1)"
"Roald Dahl, Quentin Blake",4.29,184.0,,False,39988,,,eng,0,1988.0,,4277.0,10823.0,64536.0,152003.0,231852.0,440743,Matilda
Erin Morgenstern,4.03,185.0,,False,9361589,,,eng,0,2011.0,,11349.0,28650.0,84254.0,159596.0,190977.0,429543,The Night Circus
Philippa Gregory,4.04,186.0,,False,37470,,,eng,0,2001.0,,5311.0,16716.0,78620.0,153807.0,144769.0,381080,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)"
Scott Westerfeld,3.86,187.0,,False,24770,,,eng,0,2005.0,,15531.0,34808.0,106086.0,151540.0,156624.0,449073,"Uglies (Uglies, #1)"
George R.R. Martin,4.31,188.0,,False,10664113,,,eng,0,2011.0,,2399.0,10150.0,53744.0,147136.0,211189.0,365954,"A Dance with Dragons (A Song of Ice and Fire, #5)"
J.R.R. Tolkien,4.47,189.0,,False,33,,,eng,0,1955.0,,4807.0,9577.0,37552.0,106818.0,277592.0,389054,"The Lord of the Rings (The Lord of the Rings, #1-3)"
Cheryl Strayed,3.96,190.0,,False,12262741,,,eng,0,2012.0,,8344.0,22137.0,85489.0,165482.0,139451.0,379872,Wild: From Lost to Found on the Pacific Crest Trail
"Alan Moore, Dave Gibbons, John Higgins",4.35,191.0,,False,472331,,,en-US,0,1987.0,,6349.0,11732.0,44847.0,116877.0,229518.0,398018,Watchmen
Patrick Rothfuss,4.55,192.0,,False,186074,,,eng,0,2007.0,,5605.0,8582.0,28480.0,95470.0,311235.0,400101,"The Name of the Wind (The Kingkiller Chronicle, #1)"
Malcolm Gladwell,4.11,193.0,,False,3228917,,,en-US,0,2008.0,,4494.0,12545.0,62510.0,148978.0,140599.0,353011,Outliers: The Story of Success
"Herman Melville, Andrew Delbanco, Tom Quirk",3.46,194.0,,False,153747,,,eng,0,1851.0,,35983.0,52601.0,103625.0,102432.0,103322.0,358050,"Moby-Dick or, The Whale"
"Mary Ann Shaffer, Annie Barrows",4.12,195.0,,False,2728527,,,eng,0,2008.0,,7190.0,17250.0,68942.0,155107.0,175183.0,393626,The Guernsey Literary and Potato Peel Pie Society
Chuck Palahniuk,4.2,196.0,,False,5759,,,eng,0,1996.0,,4578.0,12632.0,58110.0,139554.0,173780.0,365349,Fight Club
Charlaine Harris,3.96,197.0,,False,301082,,,en-US,0,2001.0,,11330.0,25781.0,96290.0,148326.0,163097.0,420764,"Dead Until Dark (Sookie Stackhouse, #1)"
Alice Walker,4.17,198.0,,False,11486,,,eng,0,1982.0,,6298.0,14477.0,62380.0,140835.0,176975.0,376766,The Color Purple
John Grogan,4.12,199.0,,False,12691,,,eng,0,2005.0,,5485.0,14940.0,68532.0,131536.0,158855.0,367304,Marley and Me: Life and Love With the World's Worst Dog
Agatha Christie,4.23,200.0,,False,16299,,,eng,0,1939.0,,6134.0,12476.0,66243.0,156306.0,215521.0,408983,And Then There Were None
Dan Brown,3.66,201.0,,False,6411961,,,eng,0,2009.0,,11293.0,40545.0,120122.0,136545.0,96477.0,369428,"The Lost Symbol (Robert Langdon, #3)"
Becca Fitzpatrick,4.0,202.0,,False,6339664,,,en-US,0,2009.0,,19338.0,33543.0,82544.0,120204.0,206173.0,448166,"Hush, Hush (Hush, Hush, #1)"
Jamie McGuire,4.15,203.0,,False,11505797,,,eng,0,2011.0,,17185.0,23298.0,61993.0,115123.0,225097.0,418309,"Beautiful Disaster (Beautiful, #1)"
Charles Dickens,4.02,204.0,,False,5326,,,,0,1843.0,,6737.0,21415.0,93906.0,153823.0,165515.0,394540,A Christmas Carol
Anne Rice,3.97,205.0,,False,43763,,,eng,0,1976.0,,7519.0,22377.0,84804.0,137659.0,141582.0,372566,"Interview with the Vampire (The Vampire Chronicles, #1)"
Kiera Cass,4.15,206.0,,False,10507293,,,en-US,0,2012.0,,13841.0,25349.0,83692.0,158716.0,257493.0,505340,"The Selection (The Selection, #1)"
Janet Evanovich,4.03,207.0,,False,6853,,,en-US,0,1994.0,,9176.0,19657.0,80319.0,133454.0,160709.0,391007,"One for the Money (Stephanie Plum, #1)"
Rebecca Skloot,4.04,208.0,,False,6493208,,,eng,0,2010.0,,10782.0,18237.0,70339.0,151226.0,153856.0,377249,The Immortal Life of Henrietta Lacks
Thomas Harris,4.14,209.0,,False,23807,,,eng,0,1988.0,,10268.0,12845.0,55427.0,123652.0,163920.0,351107,"The Silence of the Lambs  (Hannibal Lecter, #2)"
Richelle Mead,4.14,210.0,,False,345627,,,en-US,0,2007.0,,12535.0,22043.0,73357.0,129382.0,217834.0,248283,"Vampire Academy (Vampire Academy, #1)"
Malcolm Gladwell,3.89,211.0,,False,40102,,,en-US,0,2005.0,,6804.0,20128.0,85934.0,139947.0,107525.0,348196,Blink: The Power of Thinking Without Thinking
Ian McEwan,3.88,212.0,,False,6867,,,eng,0,2001.0,,11473.0,25462.0,77135.0,134788.0,116800.0,347006,Atonement
"Franz Kafka, Stanley Corngold",3.78,213.0,,False,485894,,,eng,0,1915.0,,15430.0,33226.0,98774.0,146297.0,120806.0,364933,The Metamorphosis
Rick Riordan,4.33,214.0,,False,561456,,,eng,0,2007.0,,1863.0,7934.0,65220.0,162371.0,248874.0,446668,"The Titan's Curse (Percy Jackson and the Olympians, #3)"
Ernest Cline,4.31,215.0,,False,9969571,,,eng,0,2011.0,,5150.0,12928.0,48285.0,134107.0,221349.0,349423,Ready Player One
Garth Stein,4.19,216.0,,False,3153910,,,eng,0,2006.0,,4808.0,13901.0,53780.0,118166.0,163664.0,327409,The Art of Racing in the Rain
"Erik Larson, Tony Goldwyn",3.98,217.0,,False,21996,,,eng,0,2003.0,,6687.0,18709.0,69012.0,135360.0,120839.0,309385,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America"
Sylvia Day,4.19,218.0,,False,13572249,,,eng,0,2012.0,,9867.0,18983.0,55554.0,104657.0,197075.0,222678,"Bared to You (Crossfire, #1)"
"C.S. Lewis, Pauline Baynes",4.24,219.0,,False,11127,,,eng,0,1956.0,,3772.0,12192.0,59975.0,133056.0,192681.0,376385,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)"
Mark Cotta Vaz,4.23,220.0,,False,3609760,,,en-US,0,,,6862.0,11019.0,48008.0,67939.0,158071.0,291411,Twilight: The Complete Illustrated Movie Companion
Dave Pelzer,4.08,221.0,,False,60748,,,eng,0,1995.0,,7819.0,16453.0,57341.0,98786.0,140899.0,311543,"A Child Called ""It"" (Dave Pelzer #1)"
Robert Ludlum,3.98,222.0,,False,7869,,,eng,0,1980.0,,10266.0,17695.0,65161.0,118463.0,124627.0,327122,"The Bourne Identity (Jason Bourne, #1)"
Eoin Colfer,3.82,223.0,,False,249747,,,eng,0,2001.0,,14473.0,30894.0,94950.0,129607.0,129241.0,386923,"Artemis Fowl (Artemis Fowl, #1)"
Lauren Kate,3.74,224.0,,False,6487308,,,en-US,0,2009.0,,23594.0,41578.0,94145.0,107149.0,141642.0,395296,"Fallen (Fallen, #1)"
John Steinbeck,4.35,225.0,,False,4406,,,eng,0,1952.0,,4183.0,9409.0,39153.0,96741.0,187196.0,320919,East of Eden
Gillian Flynn,3.92,226.0,,False,5886881,,,eng,0,2009.0,,5169.0,17975.0,89242.0,165108.0,109113.0,333452,Dark Places
John Grisham,3.97,227.0,,False,5359,,,eng,0,1993.0,,2530.0,12566.0,79176.0,129019.0,102372.0,320083,The Client
"Emma McLaughlin, Nicola Kraus",3.4,228.0,,False,228333,,,eng,0,2002.0,,17006.0,43014.0,116021.0,95951.0,56081.0,323762,"The Nanny Diaries (Nanny, #1)"
"Lewis Carroll, John Tenniel, Martin Gardner",4.06,229.0,,False,24213,,,eng,0,1865.0,,5294.0,17482.0,76985.0,127906.0,149523.0,340920,Alice's Adventures in Wonderland & Through the Looking-Glass
"Jane Austen, James Kinsley, Deidre Shauna Lynch",4.13,230.0,,False,2156,,,eng,0,1817.0,,6688.0,15653.0,71218.0,133222.0,175578.0,365425,Persuasion
Tatiana de Rosnay,4.14,231.0,,False,556602,,,eng,0,2007.0,,3865.0,12684.0,55760.0,134748.0,140574.0,312444,Sarah's Key
Stephen King,3.99,232.0,,False,43615,,,en-US,0,1982.0,,9958.0,24111.0,72736.0,112895.0,146677.0,332494,"The Gunslinger (The Dark Tower, #1)"
"Gabriel García Márquez, Edith Grossman",3.89,233.0,,False,9712,,,eng,0,1985.0,,11450.0,23825.0,65668.0,110544.0,111974.0,283806,Love in the Time of Cholera
Laurie Halse Anderson,4.0,234.0,,False,439288,,,eng,0,1999.0,,7770.0,21049.0,76503.0,125660.0,141422.0,360156,Speak
Liane Moriarty,3.92,235.0,,False,17802724,,,eng,0,2013.0,,4175.0,15649.0,80869.0,155945.0,95167.0,232106,The Husband's Secret
Jon Krakauer,4.11,236.0,,False,1898,,,en-US,0,1997.0,,8041.0,10286.0,46060.0,112601.0,124605.0,291258,Into Thin Air: A Personal Account of the Mount Everest Disaster
Stephen King,3.93,237.0,,False,10592,,,,0,1974.0,,4564.0,19479.0,96352.0,136054.0,121201.0,356814,Carrie
Augusten Burroughs,3.7,238.0,,False,242006,,,en-US,0,2002.0,,13569.0,27249.0,78405.0,105786.0,81379.0,293878,Running with Scissors
Max Brooks,4.01,239.0,,False,8908,,,en-US,0,2006.0,,7680.0,19887.0,65570.0,121537.0,130475.0,312969,World War Z: An Oral History of the Zombie War
Dan Brown,3.8,240.0,,False,17212231,,,eng,0,2013.0,,7261.0,26077.0,89237.0,128374.0,94611.0,287533,"Inferno (Robert Langdon, #4)"
Lois Lowry,4.11,241.0,,False,47281,,,eng,0,1989.0,,3797.0,12794.0,63919.0,123296.0,138559.0,333638,Number the Stars
James Patterson,4.08,242.0,,False,13145,,,eng,0,1993.0,,4281.0,10929.0,61630.0,118236.0,122955.0,311499,"Along Came a Spider (Alex Cross, #1)"
Stephen King,4.11,243.0,,False,10614,,,en-GB,0,1987.0,,4302.0,12725.0,64835.0,128990.0,141351.0,334647,Misery
Gillian Flynn,3.92,244.0,,False,66559,,,en-US,0,2006.0,,4988.0,17566.0,81036.0,147558.0,103690.0,207889,Sharp Objects
Katherine Paterson,3.98,245.0,,False,2839,,,eng,0,1977.0,,8287.0,20081.0,74409.0,119504.0,131193.0,337644,Bridge to Terabithia
"P.C. Cast, Kristin Cast",3.79,246.0,,False,30183,,,en-US,0,2007.0,,21547.0,34170.0,81486.0,97982.0,135835.0,360044,"Marked (House of Night, #1)"
Stephen R. Covey,4.05,247.0,,False,36072,,,en-US,0,1989.0,,9038.0,17041.0,61036.0,109359.0,137410.0,314700,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",3.94,248.0,,False,1622,,,eng,0,1595.0,,5598.0,20498.0,84388.0,130051.0,120975.0,334241,A Midsummer Night's Dream
Jonathan Safran Foer,3.97,249.0,,False,4588,,,en-US,0,2005.0,,8847.0,20556.0,61303.0,109008.0,119402.0,294726,Extremely Loud and Incredibly Close
R.J. Palacio,4.43,250.0,,False,11387515,,,eng,0,2012.0,,4504.0,7833.0,34567.0,105977.0,224910.0,228538,Wonder
Dr. Seuss,4.15,251.0,,False,233093,,,eng,0,1957.0,,6179.0,14497.0,57850.0,85944.0,152712.0,314016,The Cat in the Hat
Marissa Meyer,4.15,252.0,,False,11235712,,,eng,0,2012.0,,12154.0,18256.0,66180.0,150914.0,206642.0,427663,"Cinder (The Lunar Chronicles, #1)"
"Robert Galbraith, J.K. Rowling",3.83,253.0,,False,16160797,,,en-US,0,2013.0,,9729.0,20151.0,79290.0,138955.0,92370.0,297712,"The Cuckoo's Calling (Cormoran Strike, #1)"
Maggie Stiefvater,3.78,254.0,,False,6068551,,,eng,0,2009.0,,17815.0,35108.0,86129.0,105099.0,126660.0,356625,"Shiver (The Wolves of Mercy Falls, #1)"
"Ayn Rand, Leonard Peikoff",3.68,255.0,,False,662,,,eng,0,1957.0,,30901.0,27442.0,53762.0,78744.0,105796.0,283295,Atlas Shrugged
"Greg Mortenson, David Oliver Relin",3.64,256.0,,False,49436,,,en-US,0,2006.0,,14371.0,27844.0,77127.0,97820.0,71358.0,283516,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
"Jane Carruth, Lewis Carroll, Rene Cloke",4.03,257.0,,False,13023,,,eng,0,1865.0,,7467.0,18101.0,70170.0,109730.0,137803.0,343252,Alice in Wonderland
"Carlos Ruiz Zafón, Lucia Graves",4.24,258.0,,False,1232,,,eng,0,2001.0,,4789.0,11769.0,42214.0,101612.0,157170.0,263685,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)"
James Dashner,3.93,259.0,,False,7631105,,,eng,0,2010.0,,5525.0,21370.0,79458.0,124458.0,115496.0,305643,"The Scorch Trials (Maze Runner, #2)"
Dale Carnegie,4.13,260.0,,False,4865,,,eng,0,1936.0,,6734.0,13880.0,50529.0,94743.0,139551.0,282623,How to Win Friends and Influence People
Frances Mayes,3.72,261.0,,False,480479,,,eng,0,1996.0,,12008.0,22882.0,74910.0,93439.0,78597.0,279264,Under the Tuscan Sun
Liane Moriarty,4.2,262.0,,False,19486412,,,eng,0,2014.0,,3775.0,7865.0,49115.0,159494.0,151184.0,306186,Big Little Lies
Gail Carson Levine,3.97,263.0,,False,24337,,,eng,0,1997.0,,6619.0,20066.0,80272.0,110568.0,128224.0,339117,Ella Enchanted
Ernest Hemingway,3.83,264.0,,False,3876,,,en-US,0,1926.0,,9602.0,23682.0,70004.0,105785.0,94044.0,284988,The Sun Also Rises
Betty  Smith,4.24,265.0,,False,14891,,,eng,0,1943.0,,3693.0,9667.0,43734.0,103879.0,148027.0,291909,A Tree Grows in Brooklyn
James Patterson,3.93,266.0,,False,13148,,,eng,0,1995.0,,10518.0,14558.0,58296.0,95980.0,99764.0,274639,"Kiss the Girls (Alex Cross, #2)"
Kristin Hannah,4.54,267.0,,False,21853621,,,eng,0,2015.0,,2829.0,4913.0,20612.0,82844.0,215817.0,253606,The Nightingale
Kazuo Ishiguro,3.8,268.0,,False,6334,,,eng,0,2005.0,,9081.0,26036.0,78203.0,118163.0,92144.0,294123,Never Let Me Go
Cecelia Ahern,4.01,269.0,,False,366522,,,en-US,0,2003.0,,7027.0,16336.0,56951.0,90089.0,113010.0,262921,P.S. I Love You
"Daphne du Maurier, Sally Beauman",4.2,270.0,,False,12873,,,en-US,0,1938.0,,4565.0,10900.0,49263.0,112768.0,152100.0,177384,Rebecca
Daniel Keyes,4.07,271.0,,False,18373,,,en-US,0,1966.0,,4223.0,14882.0,65106.0,122462.0,129526.0,313044,Flowers for Algernon
"Laura Esquivel, Thomas  Christensen, Carol Christensen",3.94,272.0,,False,6952,,,en-US,0,1989.0,,8887.0,15941.0,60147.0,100011.0,100483.0,263199,Like Water for Chocolate
Lisa See,4.05,273.0,,False,1103,,,eng,0,2005.0,,3268.0,11286.0,56005.0,116178.0,103923.0,280475,Snow Flower and the Secret Fan
"Mario Puzo, Robert Thompson, Peter Bart",4.36,274.0,,False,22034,,,eng,0,1969.0,,2930.0,5985.0,30009.0,83730.0,147732.0,256480,The Godfather
John Green,3.63,275.0,,False,49750,,,eng,0,2006.0,,14225.0,36867.0,98115.0,111740.0,86477.0,312754,An Abundance of Katherines
Isaac Asimov,4.13,276.0,,False,29579,,,eng,0,1951.0,,7697.0,12471.0,47251.0,97583.0,132586.0,279688,Foundation (Foundation #1)
Neil Gaiman,3.99,277.0,,False,15783514,,,eng,0,2013.0,,7038.0,18089.0,64714.0,127761.0,118649.0,293844,The Ocean at the End of the Lane
Shel Silverstein,4.34,278.0,,False,30118,,,eng,0,1981.0,,3585.0,7593.0,38923.0,85051.0,169362.0,297861,A Light in the Attic
"John Tiffany, Jack Thorne, J.K. Rowling",3.75,279.0,,False,29056083,,,eng,0,2016.0,,15828.0,35842.0,96395.0,133156.0,116552.0,270603,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)"
Lauren Oliver,3.99,280.0,,False,11614718,,,eng,0,2011.0,,8868.0,21223.0,68789.0,117580.0,135938.0,256975,"Delirium (Delirium, #1)"
John Grisham,3.95,281.0,,False,32499,,,eng,0,1992.0,,2362.0,12423.0,73587.0,116438.0,91358.0,288376,The Pelican Brief
Neil Gaiman,4.03,282.0,,False,17061,,,eng,0,2002.0,,7078.0,15010.0,67188.0,126167.0,128187.0,316379,Coraline
"Terry Pratchett, Neil Gaiman",4.25,283.0,,False,12067,,,en-US,0,1990.0,,4991.0,10988.0,44804.0,101159.0,164431.0,298304,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"
Jack Kerouac,3.64,284.0,,False,70401,,,eng,0,1955.0,,13769.0,31221.0,70104.0,88569.0,74221.0,246602,On the Road
Graeme Simsion,4.01,285.0,,False,16181775,,,eng,0,2013.0,,4544.0,11558.0,57792.0,133951.0,97664.0,251703,"The Rosie Project (Don Tillman, #1)"
Nicholas Sparks,4.1,286.0,,False,3063499,,,en-US,0,2008.0,,3661.0,11792.0,54208.0,94613.0,117049.0,267166,The Lucky One
"Ayn Rand, Leonard Peikoff",3.85,287.0,,False,2122,,,eng,0,1943.0,,18158.0,18720.0,44131.0,76424.0,97543.0,244545,The Fountainhead
Tom Clancy,4.01,288.0,,False,19691,,,,0,1984.0,,9470.0,13707.0,49906.0,95296.0,109876.0,270318,"The Hunt for Red October (Jack Ryan Universe, #4)"
Richard Adams,4.05,289.0,,False,76620,,,eng,0,1972.0,,9158.0,15767.0,52906.0,102093.0,128449.0,292426,"Watership Down (Watership Down, #1)"
Mindy Kaling,3.84,290.0,,False,10335308,,,eng,0,2011.0,,6438.0,18856.0,81229.0,117248.0,89160.0,290674,Is Everyone Hanging Out Without Me? (And Other Concerns)
Abraham Verghese,4.28,291.0,,False,3591262,,,eng,0,2009.0,,4586.0,9249.0,32671.0,91293.0,143280.0,258319,Cutting for Stone
"C.S. Lewis, Pauline Baynes",4.08,292.0,,False,140225,,,eng,0,1951.0,,2658.0,12490.0,69089.0,112121.0,128906.0,306492,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)"
Robert Louis Stevenson,3.82,293.0,,False,295,,,eng,0,1882.0,,5349.0,19127.0,86487.0,114968.0,84584.0,268012,Treasure Island
Rick Riordan,4.44,294.0,,False,9520360,,,eng,0,2011.0,,1773.0,4666.0,30788.0,93611.0,185962.0,299980,"The Son of Neptune (The Heroes of Olympus, #2)"
Stephen King,4.29,295.0,,False,10644930,,,eng,0,2011.0,,2927.0,7649.0,35500.0,109392.0,147589.0,258464,11/22/63
Eric Carle,4.29,296.0,,False,4948,,,eng,0,1969.0,,5801.0,11214.0,43549.0,73389.0,170575.0,296952,The Very Hungry Caterpillar Board Book
Kurt Vonnegut Jr.,4.18,297.0,,False,135479,,,eng,0,1963.0,,2701.0,8491.0,43680.0,102441.0,116840.0,238940,Cat's Cradle
"H.G. Wells, Greg Bear, Carlo Pagetti",3.87,298.0,,False,2493,,,eng,0,1895.0,,3570.0,16119.0,81773.0,118129.0,84139.0,276076,The Time Machine
"Todd Burpo, Lynn Vincent",4.01,299.0,,False,7933292,,,eng,0,2010.0,,9291.0,15024.0,44510.0,68399.0,105794.0,228371,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
John Boyne,4.1,300.0,,False,39999,,,eng,0,2006.0,,5297.0,13562.0,54987.0,121193.0,130362.0,285692,The Boy in the Striped Pajamas
Joseph Conrad,3.42,301.0,,False,4900,,,eng,0,1899.0,,25591.0,42946.0,84433.0,88608.0,66813.0,255576,Heart of Darkness
Nicholas Sparks,4.19,302.0,,False,7812659,,,eng,0,2010.0,,3010.0,9496.0,45461.0,91240.0,125767.0,255531,Safe Haven
Rhonda Byrne,3.62,303.0,,False,52529,,,eng,0,2006.0,,23328.0,26321.0,55785.0,61698.0,83813.0,241537,"The Secret (The Secret, #1)"
Wally Lamb,4.17,304.0,,False,227711,,,eng,0,1998.0,,4430.0,9972.0,39899.0,86909.0,116398.0,246917,I Know This Much Is True
Stephen King,3.91,305.0,,False,10583,,,eng,0,1983.0,,4584.0,17315.0,73475.0,102744.0,95635.0,256383,Pet Sematary
Wally Lamb,3.84,306.0,,False,5203,,,en-US,0,1992.0,,10224.0,20064.0,59412.0,91423.0,87801.0,259576,She's Come Undone
Patrick Rothfuss,4.57,307.0,,False,1215032,,,eng,0,2011.0,,1486.0,4018.0,17932.0,66415.0,192498.0,245686,"The Wise Man's Fear (The Kingkiller Chronicle, #2)"
Sophie Kinsella,3.83,308.0,,False,33724,,,en-US,0,2003.0,,8003.0,19319.0,76244.0,101810.0,88425.0,278747,Can You Keep a Secret?
Cassandra Clare,4.16,309.0,,False,6752378,,,en-US,0,2011.0,,4306.0,16000.0,64499.0,120426.0,167936.0,341826,"City of Fallen Angels (The Mortal Instruments, #4)"
Jennifer Weiner,3.7,310.0,,False,14748,,,en-US,0,2001.0,,12137.0,20336.0,66587.0,84488.0,68757.0,248804,"Good in Bed (Cannie Shapiro, #1)"
